Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1,3,0,-1.8721837975368247,2,1,-0.23392689239768297,0
1,1,1,1.7397588385638607,0,0,0.3152489688521941,2
0,2,1,0.5101613454232019,1,2,0.18090686592851163,2
0,3,1,-0.10463740114712752,1,0,-0.19932036668454228,2
0,1,1,0.04906228549545483,0,0,0.18090686592851163,0
1,1,1,1.5092093085999871,1,0,2.0316232164746784,0
0,3,1,-0.10463740114712752,0,0,-0.7814711077429595,2
1,3,1,-0.027787557825836348,0,0,-0.7890040358414437,0
0,1,1,2.738806801740646,0,0,0.12228485737999564,2
1,1,0,-0.10463740114712752,1,0,1.358842850200255,2
1,2,0,1.5860591519212783,0,0,-0.661784506956406,2
0,3,1,-0.10463740114712752,0,0,-0.7961266098800885,1
1,1,1,1.432359465278696,0,0,0.12228485737999564,2
0,3,1,0.35646165878061953,0,0,-0.7814711077429595,2
0,1,1,1.3555096219574048,0,0,0.7060623591756342,2
0,2,1,1.432359465278696,0,0,-0.539655322480331,2
0,3,1,-0.10463740114712752,0,0,-0.7814711077429595,2
0,3,1,0.6638610320657843,0,0,-0.8303227815333896,2
0,2,1,-0.10463740114712752,0,0,-1.1747270817559212,2
0,1,1,2.0471582118490255,0,0,0.12228485737999564,2
0,3,1,-0.10463740114712752,0,0,-0.7973479017248494,1
1,3,0,-2.1987956316523123,2,1,-0.23392689239768297,0
0,3,1,-0.10463740114712752,0,0,-0.8205524467753036,2
0,3,1,0.6638610320657843,0,0,-0.7515494575463212,2
1,2,0,0.27961181545932834,1,2,0.18090686592851163,2
1,2,0,-0.48888661775358344,0,0,-0.5009794523404475,0
0,3,0,-0.5657364610748746,0,0,-0.6941487408425658,2
0,1,1,-0.10463740114712752,0,0,1.3655599553464393,2
0,2,1,0.35646165878061953,1,0,-0.14884193215689093,2
0,3,1,-0.027787557825836348,1,0,-0.8305279585633094,2
0,3,1,-0.5657364610748746,0,0,-0.8073234135128551,2
1,3,0,-2.1027333275006983,0,1,-0.5744621400560124,2
0,3,1,-1.56478442425166,5,2,1.1164164190152461,2
0,2,1,-0.10463740114712752,0,0,-1.1747270817559212,2
0,3,1,1.5860591519212783,0,0,-0.7814711077429595,2
1,3,0,2.585107115098064,0,0,-0.7063616592901734,2
1,1,1,-0.33518693111100106,1,0,2.0316232164746784,0
0,3,0,-0.10463740114712752,3,1,0.06936383916282275,2
1,1,0,0.4333115021019107,1,0,2.0316232164746784,2
0,1,1,2.200857898491608,0,0,0.2761676298198501,0
0,3,1,0.04906228549545483,0,0,-0.7814711077429595,2
1,3,1,-1.56478442425166,1,1,-0.39798546848808397,2
0,3,1,-0.10463740114712752,1,0,-0.19932036668454228,2
0,3,1,-0.6425863043961658,0,0,-0.8205524467753036,2
0,1,1,1.9703083685277343,0,0,0.3152489688521941,2
0,1,1,3.1999058616683933,0,0,1.2436359479002839,0
0,3,1,-0.6425863043961658,0,0,-0.7814711077429595,2
0,3,1,-0.10463740114712752,0,0,-0.46841492659174694,0
1,1,0,1.893458525206443,1,0,2.0316232164746784,0
0,3,1,-0.10463740114712752,0,0,-0.437066807520428,2
0,1,0,-0.33518693111100106,1,2,2.0316232164746784,2
0,3,1,-0.41203677443229225,0,0,-0.7938892032204868,2
0,3,1,-0.9499856776813305,0,0,-0.7515494575463212,2
0,3,0,-0.6425863043961658,0,0,-0.7961266098800885,1
0,3,0,-0.10463740114712752,0,0,-0.8020278920739724,1
0,3,0,0.5870111887444931,0,0,-0.7063616592901734,2
1,1,0,-1.0268355210026217,0,0,2.0316232164746784,2
0,1,1,-0.8731358343600393,1,0,2.0316232164746784,0
1,2,0,0.27961181545932834,0,2,0.0954164367952591,2
1,1,1,-0.10463740114712752,0,0,0.12228485737999564,2
0,3,1,-0.10463740114712752,0,0,-0.07434312962648525,2
1,3,1,-0.2583370877897099,0,0,1.5851873103734548,2
1,3,1,-0.027787557825836348,0,0,-0.7961266098800885,1
0,3,1,-0.10463740114712752,0,0,-0.7814711077429595,2
1,1,1,0.5101613454232019,0,0,0.1094612930100078,2
1,1,0,1.893458525206443,1,0,1.7270623413956212,0
0,3,1,-0.41203677443229225,0,0,-0.8085447053576159,2
0,1,1,1.3555096219574048,0,0,0.48724594193354015,2
1,2,0,0.35646165878061953,0,0,-0.661784506956406,2
0,3,1,-0.10463740114712752,0,0,0.005040840282963516,1
1,2,0,0.5101613454232019,1,0,0.0954164367952591,2
0,3,1,0.20276197213803718,0,0,-0.7890040358414437,2
1,1,0,0.04906228549545483,0,0,2.0316232164746784,2
0,3,1,-0.5657364610748746,0,0,-0.7890040358414437,2
0,3,1,-0.10463740114712752,0,0,-0.8217737386200644,0
1,1,0,1.1249600919935314,0,1,1.6576538832741783,0
0,3,1,-0.10463740114712752,0,0,-0.8215685615901446,0
0,3,1,0.8559856403690123,0,0,-0.7961266098800885,1
1,2,0,1.5860591519212783,0,0,-0.661784506956406,2
0,1,1,-0.10463740114712752,0,0,2.0316232164746784,2
0,3,1,0.7407108753870755,0,0,-0.7875775669667633,2
0,2,1,-0.48888661775358344,2,1,-0.612932833165976,2
1,2,0,-2.1027333275006983,1,1,0.0954164367952591,2
0,3,1,-0.10463740114712752,0,0,-0.8215685615901446,0
0,3,1,-0.9499856776813305,1,1,-0.8215685615901446,0
1,3,0,-0.10463740114712752,0,2,-0.08248670364734986,0
0,3,0,0.04906228549545483,0,0,-0.7515494575463212,2
1,2,0,-1.7184841108942424,0,2,0.1076293552428666,2
0,1,1,1.2018099353148226,0,0,0.12228485737999564,2
1,1,0,0.04906228549545483,0,0,2.0316232164746784,0
0,3,1,-0.10463740114712752,0,0,-0.466377811794686,2
1,1,0,-0.5657364610748746,0,2,1.2434307708703642,0
1,1,0,0.5101613454232019,0,2,2.0316232164746784,2
0,3,0,-1.56478442425166,4,2,0.35310901603977735,2
0,3,0,-1.4110847376090776,4,2,0.35310901603977735,2
1,2,1,0.20276197213803718,1,0,0.0954164367952591,2
0,1,1,1.5860591519212783,1,0,2.0316232164746784,0
0,1,1,2.661956958419355,0,0,0.0954164367952591,2
1,2,0,-0.7962859910387481,1,0,0.0954164367952591,2
1,2,1,-0.10463740114712752,0,0,-0.4975207538360851,0
0,3,1,0.27961181545932834,1,1,-0.17204647720734526,2
1,2,1,-1.6416342675729512,1,1,0.6205719300423816,2
1,1,1,-0.9499856776813305,0,2,2.0316232164746784,0
0,2,1,-0.1814872444684187,0,0,0.0954164367952591,2
0,3,1,-0.10463740114712752,0,0,-0.7922575573158865,1
1,3,1,-0.5657364610748746,0,0,-0.8217737386200644,0
1,3,0,-0.5657364610748746,0,0,-0.7949053180353277,2
0,1,1,2.5082572717767726,0,0,0.12228485737999564,2
1,1,0,1.432359465278696,1,0,0.7597992003451073,0
0,1,1,-0.10463740114712752,0,0,2.0316232164746784,0
1,1,0,0.7407108753870755,1,1,2.0316232164746784,2
1,3,0,0.5101613454232019,1,0,-0.32470795780243905,2
0,3,1,-0.10463740114712752,0,0,-0.7961266098800885,1
0,3,1,0.8175607187083667,0,0,-0.7890040358414437,2
0,2,1,-0.10463740114712752,0,0,-0.515229485585116,2
0,3,1,-0.10463740114712752,0,0,-0.7814711077429595,2
0,3,0,-0.10463740114712752,0,0,-0.7814711077429595,2
0,3,1,-0.41203677443229225,2,0,0.005040840282963516,2
0,3,1,-0.7962859910387481,0,0,-0.7890040358414437,2
0,3,0,-0.027787557825836348,0,4,-0.14517805662260871,2
0,3,1,-0.10463740114712752,0,0,-0.8215685615901446,0
1,3,1,0.20276197213803718,0,0,-0.7910362654711258,2
1,2,1,2.5082572717767726,0,0,-0.661784506956406,2
1,1,0,1.816608681885152,2,0,1.3401180036363833,2
1,1,1,0.5101613454232019,0,0,0.11434646038905069,2
1,3,0,-0.10463740114712752,0,0,-0.7961266098800885,1
0,3,1,-1.0268355210026217,0,0,-0.7814711077429595,2
0,3,1,-0.7962859910387481,0,0,-0.466377811794686,2
1,2,0,0.35646165878061953,0,0,-0.539655322480331,2
1,1,0,0.7407108753870755,1,0,1.5560814831291163,2
0,3,0,-0.10463740114712752,1,0,-0.46841492659174694,0
1,3,1,0.20276197213803718,0,0,-0.7875775669667633,2
1,2,0,-0.33518693111100106,1,1,0.2908231319569791,2
1,1,0,0.7407108753870755,1,1,2.0316232164746784,0
0,2,1,1.893458525206443,0,0,0.0954164367952591,2
0,1,1,0.5101613454232019,0,0,0.7854463290850829,0
0,3,1,-0.10463740114712752,0,0,-0.7491068738567996,0
1,1,0,-0.8731358343600393,0,2,2.0316232164746784,2
0,2,1,1.3555096219574048,0,0,-0.44195197489947097,2
1,1,1,2.3545575851341902,1,1,2.0316232164746784,0
0,3,1,-0.5657364610748746,0,0,-0.7814711077429595,2
0,3,1,-0.10463740114712752,0,0,-0.7814711077429595,2
0,3,1,0.4333115021019107,0,0,-0.8266589059991073,2
1,1,0,1.7397588385638607,1,0,2.0316232164746784,0
0,3,1,1.3555096219574048,0,0,-0.8205524467753036,2
0,3,0,-0.10463740114712752,0,2,-0.7961266098800885,1
0,2,1,0.5870111887444931,1,0,0.0954164367952591,2
0,3,1,0.5101613454232019,1,1,0.005040840282963516,2
1,2,0,-0.10463740114712752,0,0,0.4373781533282692,2
0,3,1,1.5092093085999871,0,0,-1.1747270817559212,2
0,3,1,-0.10463740114712752,0,0,-0.8217737386200644,0
1,1,1,1.5092093085999871,1,0,1.6063596257942268,0
1,2,0,-0.41203677443229225,2,1,0.1442681105856891,2
0,3,1,-0.10463740114712752,0,0,-0.7890040358414437,2
0,1,1,-0.10463740114712752,0,0,0.8965838869583111,2
0,3,1,1.1249600919935314,0,0,-0.7814711077429595,2
1,1,1,0.4333115021019107,0,0,0.12228485737999564,0
0,3,1,0.5101613454232019,1,0,-0.4150835543147344,2
0,3,1,0.04906228549545483,0,0,-0.7890040358414437,2
1,1,1,-0.1814872444684187,0,0,0.3152489688521941,2
1,2,0,-0.5657364610748746,1,2,0.8564864331111263,0
1,1,0,0.8175607187083667,0,0,2.0316232164746784,2
0,3,0,0.7407108753870755,1,5,0.35310901603977735,2
0,3,1,-0.10463740114712752,0,0,-0.8303227815333896,2
1,3,0,-0.10463740114712752,1,0,-0.417526138004256,1
0,3,1,-0.10463740114712752,0,0,-0.7961266098800885,1
0,3,1,0.4333115021019107,0,0,-0.7814711077429595,2
1,2,0,-0.41203677443229225,1,2,2.0006317146220294,2
0,3,1,0.35646165878061953,1,1,-0.471262979173729,2
0,3,0,-0.2583370877897099,1,0,-0.3882151337299979,2
1,2,0,-1.949033640858116,2,1,0.7304881960708492,2
0,2,1,-0.2583370877897099,0,0,-0.661784506956406,2
0,3,1,-0.1814872444684187,1,0,-0.46861521845428766,0
1,1,1,0.9712604053509489,1,0,1.3926335529610958,2
1,3,1,-0.719436147717457,1,1,-0.4057186884491091,0
0,3,1,-0.6425863043961658,0,0,-0.7910362654711258,2
0,3,1,-0.6425863043961658,0,0,-0.3882151337299979,2
0,1,1,2.4314074284554814,0,0,0.40419809648980903,2
0,2,1,2.1240080551703167,0,0,-0.5714089104441106,1
1,1,0,-0.6425863043961658,0,0,2.0316232164746784,2
0,3,1,-0.2583370877897099,0,0,-0.7890040358414437,2
0,3,1,-0.10463740114712752,0,0,-0.7969424328323887,1
1,1,1,3.8915544515600136,0,0,0.2908231319569791,2
0,3,1,1.6629089952425695,0,0,-0.8301176045034698,2
1,1,1,0.20276197213803718,0,0,0.3152489688521941,0
0,1,1,-0.10463740114712752,0,0,-1.1747270817559212,2
0,3,0,-1.56478442425166,3,2,0.18823461699707605,2
1,2,0,-0.10463740114712752,0,0,-0.539655322480331,2
0,3,1,0.20276197213803718,0,0,-0.7875775669667633,2
0,2,1,0.12591212881674602,1,1,0.1076293552428666,2
0,3,0,0.8944105620296577,0,5,0.7640737218017698,2
0,3,1,-0.10463740114712752,1,0,-0.3882151337299979,2
0,3,1,-0.719436147717457,0,0,-0.7910362654711258,2
1,1,0,-0.41203677443229225,0,0,2.0316232164746784,0
0,3,0,-2.1027333275006983,3,2,0.18823461699707605,2
1,3,1,-0.10463740114712752,0,0,1.5851873103734548,2
1,3,0,-2.1987956316523123,2,1,-0.23392689239768297,0
1,1,1,1.432359465278696,1,0,2.0316232164746784,0
0,3,1,-0.7962859910387481,0,0,-0.7890040358414437,2
1,1,1,2.0471582118490255,0,0,0.5595073378043441,0
0,3,1,-0.10463740114712752,0,0,-0.8058969446381745,2
1,3,0,-0.48888661775358344,0,0,-0.8058969446381745,2
0,3,1,-0.10463740114712752,0,0,-0.7890040358414437,2
1,2,0,-0.8731358343600393,0,1,-0.051138584576030925,2
0,3,1,-0.6425863043961658,0,0,-0.7627462611790877,2
1,3,0,-0.10463740114712752,0,0,-0.7922575573158865,1
0,3,0,-0.8731358343600393,0,0,-0.8449782836705185,1
0,2,1,-0.41203677443229225,2,0,2.0316232164746784,2
0,3,1,-0.10463740114712752,0,0,-0.7890040358414437,2
0,3,0,0.20276197213803718,1,1,-0.417526138004256,1
0,2,1,-0.48888661775358344,0,0,-0.539655322480331,2
0,1,1,2.200857898491608,0,2,2.0316232164746784,0
1,1,1,1.5860591519212783,2,0,2.0316232164746784,2
0,3,1,0.8175607187083667,0,0,-0.8217737386200644,0
0,1,1,1.3555096219574048,0,0,0.07526512135670665,2
0,3,1,0.5101613454232019,0,0,-0.8085447053576159,2
1,3,1,-0.719436147717457,1,0,-0.7875775669667633,2
0,2,1,0.20276197213803718,2,0,2.0316232164746784,2
0,2,1,-0.33518693111100106,0,0,-0.539655322480331,2
0,3,1,-0.10463740114712752,0,0,-0.7949053180353277,2
0,3,1,1.0481102486722402,0,0,-0.7814711077429595,2
1,1,0,-0.10463740114712752,1,0,1.3655599553464393,2
1,2,0,0.8175607187083667,1,1,0.7304881960708492,2
0,1,1,0.12591212881674602,1,0,1.3655599553464393,2
0,2,1,3.123056018347102,0,0,-0.661784506956406,2
1,2,1,0.12591212881674602,0,0,-0.539655322480331,2
0,2,1,-0.10463740114712752,0,0,-1.1747270817559212,2
0,3,1,-0.8731358343600393,0,0,-0.7949053180353277,2
0,3,1,-0.37361185277164666,0,0,-0.7814711077429595,2
1,3,0,-0.8731358343600393,0,0,-0.6939435638126461,2
0,3,0,1.0481102486722402,1,6,1.1164164190152461,2
1,1,1,0.5101613454232019,0,1,2.0316232164746784,0
0,3,0,-0.10463740114712752,0,0,-0.777196586286297,1
1,1,1,-0.1814872444684187,0,0,2.0316232164746784,0
0,3,1,-0.719436147717457,0,0,-0.7240703910392043,2
0,3,1,-1.180535207645204,5,2,1.1164164190152461,2
0,2,1,2.3545575851341902,1,1,0.7304881960708492,2
0,2,1,-0.33518693111100106,1,2,0.8564864331111263,0
0,3,1,-1.180535207645204,4,1,0.7640737218017698,2
0,3,1,-0.7962859910387481,0,0,-0.6778664779682156,2
0,3,1,-0.8731358343600393,0,0,-0.7938892032204868,2
1,1,0,-1.1036853643239128,0,1,2.0316232164746784,2
1,1,1,0.12591212881674602,1,0,1.6098183242985895,2
1,3,0,-1.949033640858116,0,1,-0.5192988300118588,0
1,3,1,-0.10463740114712752,0,0,1.5851873103734548,2
0,3,1,-0.33518693111100106,0,0,-0.8217737386200644,0
0,1,1,2.3545575851341902,0,0,0.12228485737999564,2
0,2,1,1.7397588385638607,0,0,-0.515229485585116,2
0,3,1,1.1249600919935314,0,0,-0.7814711077429595,2
1,3,0,-0.10463740114712752,0,0,-0.7969424328323887,1
0,1,1,1.5092093085999871,1,1,2.0316232164746784,0
0,3,1,0.9712604053509489,0,0,-0.8010117772591314,2
1,1,0,-0.8731358343600393,1,0,2.0316232164746784,0
1,1,1,0.4333115021019107,0,0,0.1094612930100078,2
0,3,0,-0.8731358343600393,0,1,-0.46861521845428766,0
0,3,1,-0.33518693111100106,0,0,-0.7965320787725492,1
0,3,1,-0.2583370877897099,1,0,-0.7910362654711258,2
0,2,1,0.7407108753870755,0,0,0.0954164367952591,2
1,2,0,1.2018099353148226,0,0,-0.515229485585116,2
1,1,1,0.9712604053509489,0,0,0.1094612930100078,2
1,1,0,-0.5657364610748746,0,0,2.0316232164746784,2
1,3,1,-0.10463740114712752,1,1,-0.42994423348178334,0
1,1,0,-0.41203677443229225,0,0,1.2436359479002839,0
0,1,1,-0.10463740114712752,0,0,0.12228485737999564,2
1,1,1,1.432359465278696,1,0,1.3655599553464393,2
0,3,1,-0.027787557825836348,0,0,-0.7114520036991362,2
0,2,1,1.7397588385638607,0,0,-0.539655322480331,2
0,3,1,-0.7962859910387481,0,0,-0.8010117772591314,2
1,1,0,0.6638610320657843,0,0,2.0316232164746784,0
1,2,0,-0.1814872444684187,0,0,-0.661784506956406,2
0,3,1,-0.10463740114712752,0,0,-0.417526138004256,1
0,3,1,0.27961181545932834,0,0,-0.7949053180353277,2
1,2,0,-1.7953339542155335,0,1,0.4373781533282692,2
0,3,1,-0.9499856776813305,1,0,-0.8301176045034698,2
0,2,1,0.35646165878061953,0,0,-0.539655322480331,2
0,2,1,1.5860591519212783,0,0,-0.539655322480331,2
1,1,1,-0.1814872444684187,1,0,1.4192967965159125,2
0,3,1,-0.719436147717457,0,0,-0.7515494575463212,2
1,2,0,0.04906228549545483,3,0,-0.14884193215689093,2
0,3,0,-0.10463740114712752,0,0,-0.7967372558024689,1
0,2,1,-0.33518693111100106,1,0,0.0954164367952591,2
0,3,0,-0.33518693111100106,1,0,-0.7875775669667633,2
1,1,0,-0.027787557825836348,0,0,2.0316232164746784,2
0,3,1,-1.4110847376090776,0,0,-0.25692626041821726,0
0,2,1,-0.10463740114712752,0,0,-1.1747270817559212,2
0,2,1,-0.48888661775358344,0,0,-0.539655322480331,2
0,2,1,-0.48888661775358344,0,0,-0.539655322480331,2
0,3,1,-0.06621247948648194,0,0,-0.3882151337299979,2
0,3,0,1.432359465278696,1,3,0.5045492047901105,2
1,1,1,0.4333115021019107,0,0,2.0316232164746784,0
0,3,1,-0.10463740114712752,0,0,-0.7890040358414437,2
0,3,1,-0.10463740114712752,0,0,-0.7890040358414437,2
1,1,1,-0.10463740114712752,0,0,0.2908231319569791,2
0,1,1,0.5101613454232019,1,0,2.0316232164746784,2
1,1,0,-0.6425863043961658,2,2,2.0316232164746784,0
0,3,1,-0.41203677443229225,1,0,-0.3882151337299979,2
1,3,1,0.12591212881674602,0,0,-0.7875775669667633,2
0,1,1,3.123056018347102,1,1,2.0316232164746784,2
0,3,1,-1.0268355210026217,1,1,-0.18548068749971344,2
1,2,0,0.04906228549545483,0,0,-0.539655322480331,2
0,1,1,-0.7962859910387481,1,0,1.4192967965159125,2
0,3,1,0.12591212881674602,0,0,-0.7961266098800885,1
1,2,0,-1.949033640858116,1,1,-0.051138584576030925,2
1,3,1,-1.7953339542155335,0,1,-0.5653024512203068,2
0,3,1,0.27961181545932834,0,0,-0.710636180746836,2
0,3,1,-0.48888661775358344,0,0,-0.7890040358414437,2
1,2,0,1.432359465278696,1,2,2.0006317146220294,2
1,2,1,-2.204943619118015,1,1,-0.466377811794686,2
0,3,1,-0.10463740114712752,0,0,-0.7938892032204868,2
0,2,1,-0.8731358343600393,0,0,-0.612932833165976,2
0,3,1,0.35646165878061953,0,0,-0.7814711077429595,2
1,1,0,0.27961181545932834,0,0,2.0316232164746784,2
0,3,1,-0.10463740114712752,0,0,-0.466377811794686,2
0,3,1,0.8944105620296577,0,0,-0.8266589059991073,2
1,3,1,-0.719436147717457,0,0,-0.8215685615901446,0
1,1,0,0.5101613454232019,1,2,2.0316232164746784,2
0,3,1,-1.0268355210026217,0,0,-0.7949053180353277,2
1,1,0,1.6629089952425695,1,0,2.0316232164746784,2
0,1,1,-0.10463740114712752,0,0,0.7597992003451073,0
0,3,0,0.08748720715610042,0,0,-0.7961266098800885,1
0,3,1,-0.10463740114712752,1,0,0.005040840282963516,1
0,3,1,0.20276197213803718,0,0,-0.7662049596834501,2
0,3,1,-0.41203677443229225,0,0,-0.710636180746836,2
0,3,1,1.432359465278696,0,0,-0.7910362654711258,2
0,2,0,2.1240080551703167,0,0,-0.661784506956406,2
0,3,1,-0.10463740114712752,0,0,-0.8217737386200644,0
1,2,0,1.893458525206443,1,3,-0.051138584576030925,2
0,3,1,-0.8731358343600393,0,0,-0.7961266098800885,2
0,3,1,-0.10463740114712752,0,0,-0.7961266098800885,1
1,3,0,-1.8721837975368247,0,0,-0.5653024512203068,2
0,3,1,-0.10463740114712752,0,0,-0.7967372558024689,1
1,1,0,1.0481102486722402,0,1,2.0316232164746784,2
1,3,0,-1.2573850509664952,0,0,-0.8215685615901446,0
1,1,0,-0.9499856776813305,1,0,1.6098183242985895,2
0,1,1,-0.027787557825836348,0,0,0.2908231319569791,2
0,3,1,-0.10463740114712752,1,2,-0.029155331370337455,2
0,3,1,-0.33518693111100106,0,0,-0.8303227815333896,2
0,3,1,-0.33518693111100106,0,0,-0.8205524467753036,2
1,3,0,-0.8731358343600393,0,0,-0.8085447053576159,2
0,3,1,-1.6416342675729512,4,1,0.24807791739035287,1
1,3,1,-2.1795831708219895,1,2,-0.16960389351782373,2
0,1,1,1.2786597786361138,0,0,2.0316232164746784,0
0,3,1,-0.10463740114712752,0,0,-0.7961266098800885,1
0,2,1,-1.0268355210026217,0,0,0.0954164367952591,2
0,3,0,-0.10463740114712752,8,2,2.0316232164746784,2
0,1,1,-0.10463740114712752,0,0,0.32481412658036024,0
0,3,1,-0.33518693111100106,0,0,-0.7890040358414437,2
0,2,1,0.7407108753870755,0,0,-0.539655322480331,2
1,1,0,1.5092093085999871,0,0,0.09195773829089673,2
1,3,0,0.12591212881674602,0,0,-0.7505333427314803,2
0,3,1,0.04906228549545483,0,0,-0.8215685615901446,0
0,3,0,0.04906228549545483,1,1,0.005040840282963516,2
0,2,1,0.35646165878061953,0,0,-0.539655322480331,2
1,2,0,0.12591212881674602,1,1,0.1076293552428666,2
1,1,1,-1.4110847376090776,1,2,2.0316232164746784,2
1,3,1,-2.224156079948338,0,1,-0.7586720315849659,0
1,3,1,-0.1814872444684187,0,0,-0.8339866570676719,2
0,3,1,0.12591212881674602,0,0,-0.7949053180353277,2
0,1,1,0.7407108753870755,0,0,-1.1747270817559212,2
0,3,0,-0.8731358343600393,0,0,-0.7949053180353277,2
0,2,1,0.7407108753870755,0,0,-0.539655322480331,2
1,1,0,0.27961181545932834,1,0,1.4192967965159125,2
0,3,1,-0.2583370877897099,0,0,-0.7894095047339045,2
0,3,1,0.7407108753870755,0,0,0.005040840282963516,2
0,2,1,0.4333115021019107,0,0,-0.661784506956406,2
0,3,0,-1.7953339542155335,4,2,0.35310901603977735,2
0,3,1,0.08748720715610042,0,0,-0.7814711077429595,2
0,1,1,-0.10463740114712752,0,0,-1.1747270817559212,2
0,3,0,-0.48888661775358344,0,0,-0.7875775669667633,2
0,2,1,0.12591212881674602,1,1,0.6329900255199089,0
0,3,1,1.0481102486722402,0,0,-0.8596337858076476,2
0,3,1,-1.4879345809303688,3,2,0.18823461699707605,2
1,1,0,1.7397588385638607,1,1,2.0316232164746784,2
1,3,1,-0.1814872444684187,0,0,-0.7515494575463212,2
0,1,1,0.6638610320657843,0,0,-1.1747270817559212,2
1,3,0,-0.1814872444684187,0,1,-0.5653024512203068,2
0,3,1,-2.1027333275006983,4,1,0.7640737218017698,2
0,3,1,-0.10463740114712752,0,0,-0.8352079489124326,1
0,3,1,-0.10463740114712752,0,0,1.5851873103734548,2
1,2,1,-2.1795831708219895,0,2,0.6329900255199089,0
1,3,1,-0.10463740114712752,0,0,-0.7961266098800885,1
1,1,0,2.5082572717767726,0,0,2.0316232164746784,2
1,3,0,-1.1036853643239128,1,0,-0.46861521845428766,0
1,2,1,-2.192647644186609,1,1,-0.25875819818535845,2
0,3,1,-0.10463740114712752,0,0,-0.8215685615901446,0
0,3,1,-0.48888661775358344,0,0,-0.7910362654711258,2
0,3,1,-0.8731358343600393,0,0,-0.7692581892953521,2
1,1,0,0.7407108753870755,1,1,2.0316232164746784,0
0,3,1,-0.6425863043961658,0,0,-0.7515494575463212,2
0,3,1,-0.10463740114712752,0,0,-0.7814711077429595,2
1,3,1,0.20276197213803718,0,0,1.5851873103734548,2
1,1,1,-0.10463740114712752,0,0,0.2761676298198501,0
0,3,1,-0.719436147717457,0,0,-0.7875775669667633,2
0,2,1,-1.0268355210026217,0,0,-0.661784506956406,2
1,1,0,0.04906228549545483,0,0,0.33967480574740916,0
0,3,1,0.3948865804412651,0,0,-0.860244431730028,0
0,3,1,-0.9499856776813305,0,0,-0.7515494575463212,2
0,3,1,0.9712604053509489,0,0,-0.8058969446381745,2
0,3,1,-0.10463740114712752,8,2,2.0316232164746784,2
0,3,1,0.4333115021019107,0,0,-0.7890040358414437,0
0,2,1,-0.10463740114712752,0,1,0.4373781533282692,2
1,1,0,-0.10463740114712752,1,0,2.0316232164746784,0
0,3,1,-1.949033640858116,4,2,0.35310901603977735,2
0,3,1,3.430455391632267,0,0,-0.7949053180353277,2
0,3,0,-1.56478442425166,1,1,-0.42994423348178334,0
1,1,0,-1.0268355210026217,0,1,0.7500288655870212,2
0,2,0,1.1249600919935314,1,0,0.0954164367952591,2
1,3,0,-0.8731358343600393,0,1,-0.7179639318154005,2
1,1,0,1.2018099353148226,1,1,2.0316232164746784,2
1,1,1,1.6629089952425695,0,0,0.12228485737999564,2
1,3,0,-0.41203677443229225,0,3,-0.23392689239768297,0
0,3,1,-0.10463740114712752,0,0,-0.8215685615901446,0
0,3,1,0.8944105620296577,2,0,-0.48551301241839745,2
0,2,1,-0.6425863043961658,1,0,-0.612932833165976,2
1,1,0,1.432359465278696,0,0,0.09195773829089673,2
0,3,0,-0.10463740114712752,8,2,2.0316232164746784,2
0,2,1,-0.41203677443229225,0,0,-0.539655322480331,2
1,2,0,0.9712604053509489,0,0,-0.539655322480331,2
1,2,0,-0.1814872444684187,1,0,-0.4977259308660049,0
0,1,1,0.12591212881674602,0,0,1.2920772676308747,2
0,3,1,-0.10463740114712752,0,0,-0.710636180746836,2
1,3,1,-1.949033640858116,1,1,-0.6308467419449267,2
0,3,1,-0.2583370877897099,0,0,-0.7890040358414437,2
1,1,0,1.3555096219574048,1,1,1.3926335529610958,2
0,1,1,0.27961181545932834,0,0,-0.9304687128037711,2
0,3,1,1.3555096219574048,0,0,-0.735062017642051,2
1,2,0,-0.10463740114712752,1,0,-0.002286910785600916,0
1,3,0,-1.1036853643239128,0,0,-0.8217737386200644,0
0,3,1,-0.719436147717457,0,0,-0.6937432719501053,2
0,3,1,-0.7962859910387481,0,0,-0.7890040358414437,2
0,3,1,-0.10463740114712752,0,0,-0.7890040358414437,2
1,1,0,2.0471582118490255,0,1,2.0316232164746784,0
1,2,0,-0.33518693111100106,0,1,0.0954164367952591,2
0,3,1,0.27961181545932834,0,0,-0.7890040358414437,2
0,3,0,-0.5657364610748746,0,0,-0.6609686840041058,2
0,2,1,-0.10463740114712752,0,0,-0.661784506956406,2
0,3,1,-0.33518693111100106,0,0,-0.8303227815333896,2
0,3,0,0.7407108753870755,0,5,0.24807791739035287,1
0,2,1,-0.1814872444684187,0,0,-0.539655322480331,2
1,1,0,-0.7962859910387481,0,0,0.2908231319569791,2
0,3,0,-0.10463740114712752,1,2,-0.029155331370337455,2
1,1,1,-0.2583370877897099,0,0,0.2908231319569791,0
0,3,1,0.20276197213803718,0,0,-0.7961266098800885,1
